Shape;Carat;Color;Clarity;Cut;Price
Marquise;0.30;H;SI1;Ideal;448
Emerald;0.32;E;SI1;Ideal;448
Emerald;0.30;E;SI2;Ideal;448
Emerald;0.30;G;SI1;Excellent;448
Emerald;0.33;G;SI1;Ideal;448
Marquise;0.30;E;SI2;Excellent;448
Pear;0.30;F;SI2;Ideal;448
Emerald;0.30;E;SI1;Excellent;448
Emerald;0.35;G;SI2;Excellent;448
Emerald;0.31;G;SI1;Excellent;448
Emerald;0.30;D;SI1;Very Good;448
Heart;0.30;G;SI1;Excellent;448
Radiant;0.31;J;VVS2;Good;448
Marquise;0.32;G;SI2;Ideal;448
Emerald;0.31;E;SI2;Excellent;448
Pear;0.30;F;SI2;Ideal;448
Princess;0.34;I;SI1;Ideal;448
Oval;0.30;I;VS2;Ideal;448
Emerald;0.31;F;SI1;Excellent;448
Pear;0.30;E;SI1;Excellent;448
Pear;0.30;H;SI1;Ideal;448
Oval;0.29;I;VS1;Excellent;449
Emerald;0.33;K;VS1;Ideal;449
Emerald;0.31;H;SI1;Very Good;449
Emerald;0.30;D;SI1;Ideal;449
Emerald;0.30;F;SI1;Very Good;449
Pear;0.30;F;SI2;Ideal;449
Emerald;0.30;E;SI1;Excellent;449
Princess;0.30;E;SI2;Excellent;449
Pear;0.30;H;SI1;Ideal;449
Emerald;0.31;F;SI2;Excellent;449
Emerald;0.30;I;VVS1;Excellent;449
Marquise;0.30;I;VS2;Ideal;449
Emerald;0.34;E;SI1;Excellent;449
Heart;0.31;I;VS1;Ideal;449
Emerald;0.30;G;SI1;Ideal;449
Emerald;0.31;E;SI2;Very Good;450
Emerald;0.30;E;SI1;Ideal;450
Emerald;0.30;D;SI1;Excellent;450
Emerald;0.32;G;SI1;Very Good;450
Emerald;0.30;D;SI1;Ideal;450
Emerald;0.30;D;SI1;Ideal;450
Emerald;0.30;D;SI2;Excellent;450
Emerald;0.30;E;SI2;Ideal;450
Marquise;0.27;D;SI1;Excellent;450
Oval;0.40;K;SI1;Ideal;450
Emerald;0.30;I;VS1;Ideal;451
Pear;0.31;H;SI1;Excellent;451
Heart;0.30;E;SI1;Ideal;451
Emerald;0.30;F;SI1;Excellent;451
Oval;0.30;D;SI2;Excellent;451
Heart;0.31;K;VVS2;Excellent;451
Emerald;0.30;F;SI1;Ideal;451
Emerald;0.30;E;SI1;Very Good;451
Oval;0.30;J;VS1;Ideal;451
Emerald;0.30;G;SI1;Ideal;451
Emerald;0.30;F;SI1;Ideal;451
Emerald;0.30;F;SI1;Ideal;451
Princess;0.30;I;SI1;Ideal;451
Heart;0.30;J;VS1;Ideal;451
Oval;0.30;I;VVS2;Ideal;451
Oval;0.30;E;SI2;Ideal;451
Heart;0.30;G;SI1;Ideal;451
Heart;0.30;F;SI2;Ideal;451
Emerald;0.30;H;VS2;Ideal;451
Heart;0.29;F;SI1;Excellent;451
Pear;0.30;H;VS2;Ideal;451
Emerald;0.31;F;SI1;Ideal;451
Emerald;0.37;I;VS2;Excellent;451
Oval;0.30;D;SI1;Excellent;451
Heart;0.30;E;SI1;Excellent;451
Heart;0.29;F;SI1;Ideal;451
Emerald;0.30;H;SI1;Ideal;451
Oval;0.29;H;VS2;Ideal;451
Heart;0.30;E;SI1;Excellent;451
Emerald;0.31;F;SI1;Excellent;451
Pear;0.30;E;SI1;Ideal;451
Emerald;0.30;G;SI1;Excellent;452
Pear;0.31;F;SI1;Very Good;452
Heart;0.40;K;VS2;Ideal;452
Heart;0.29;G;SI1;Ideal;452
Emerald;0.30;D;SI1;Good;452
Emerald;0.30;G;SI1;Ideal;452
Oval;0.31;G;SI2;Excellent;452
Heart;0.31;I;SI1;Ideal;452
Emerald;0.30;F;SI1;Ideal;452
Emerald;0.33;J;VVS2;Ideal;452
Emerald;0.31;J;VS1;Ideal;452
Pear;0.30;G;VS2;Ideal;452
Emerald;0.30;I;VS1;Ideal;452
Princess;0.31;G;SI1;Ideal;452
Emerald;0.31;I;VS1;Excellent;453
Princess;0.30;F;SI1;Ideal;453
Marquise;0.30;I;VS1;Ideal;453
Emerald;0.31;E;SI1;Excellent;453
Emerald;0.30;D;SI2;Excellent;453
Heart;0.30;I;VS2;Ideal;453
Emerald;0.31;I;VS1;Excellent;453
Emerald;0.31;E;SI1;Excellent;453
Oval;0.30;D;SI2;Ideal;453
Emerald;0.34;E;SI1;Ideal;453
Emerald;0.36;I;SI1;Ideal;453
Emerald;0.32;E;SI1;Ideal;453
Emerald;0.30;H;VS2;Excellent;453
Emerald;0.32;D;SI1;Very Good;453
Emerald;0.32;H;SI1;Ideal;453
Pear;0.30;H;VS2;Ideal;453
Princess;0.30;E;SI2;Ideal;453
Emerald;0.30;D;SI2;Excellent;454
Emerald;0.30;E;SI1;Excellent;454
Heart;0.30;E;SI1;Excellent;454
Emerald;0.33;E;SI1;Ideal;454
Pear;0.30;E;SI2;Ideal;454
Emerald;0.30;D;VS2;Excellent;454
Emerald;0.30;E;SI1;Excellent;454
Emerald;0.30;J;VVS2;Ideal;454
Emerald;0.30;F;SI1;Excellent;454
Emerald;0.30;F;SI1;Ideal;454
Emerald;0.35;E;SI1;Good;454
Emerald;0.32;D;SI1;Ideal;454
Heart;0.29;G;VS1;Excellent;454
Emerald;0.30;F;SI1;Good;454
Heart;0.30;I;VS2;Excellent;454
Heart;0.30;E;SI1;Ideal;454
Emerald;0.30;E;SI2;Excellent;454
Princess;0.32;D;SI1;Ideal;454
Marquise;0.30;H;VS1;Ideal;454
Emerald;0.30;H;VS2;Very Good;454
Emerald;0.38;K;VVS2;Excellent;454
Heart;0.30;I;VS1;Ideal;454
Emerald;0.33;H;VS1;Very Good;454
Pear;0.30;I;VVS2;Ideal;454
Oval;0.30;F;SI1;Excellent;454
Emerald;0.30;F;SI1;Excellent;454
Emerald;0.33;E;SI2;Ideal;454
Oval;0.34;J;VVS1;Ideal;454
Pear;0.30;H;VS2;Excellent;454
Heart;0.31;E;SI2;Ideal;454
Pear;0.30;F;SI1;Excellent;454
Emerald;0.30;E;SI1;Excellent;454
Emerald;0.34;H;SI1;Ideal;454
Pear;0.25;D;VS1;Excellent;455
Princess;0.31;I;VS1;Good;455
Heart;0.30;E;SI2;Ideal;455
Oval;0.30;G;SI2;Excellent;455
Heart;0.29;D;SI1;Excellent;455
Emerald;0.30;F;SI1;Ideal;455
Emerald;0.30;I;VVS2;Ideal;455
Emerald;0.31;G;SI1;Excellent;455
Emerald;0.31;D;SI2;Excellent;455
Emerald;0.31;I;VS1;Excellent;455
Emerald;0.30;D;SI1;Ideal;455
Pear;0.30;E;SI1;Ideal;455
Pear;0.32;F;SI1;Ideal;455
Emerald;0.31;D;SI2;Very Good;455
Oval;0.33;K;VVS1;Ideal;455
Emerald;0.29;G;VS1;Good;455
Princess;0.30;E;SI1;Ideal;455
Heart;0.30;G;SI1;Excellent;455
Heart;0.36;I;SI1;Excellent;455
Emerald;0.31;F;SI1;Excellent;455
Emerald;0.30;E;SI1;Excellent;455
Emerald;0.30;D;SI1;Ideal;455
Emerald;0.31;F;SI1;Very Good;455
Emerald;0.31;E;SI2;Excellent;455
Heart;0.31;I;VVS1;Ideal;455
Emerald;0.32;H;VVS2;Excellent;455
Marquise;0.30;D;SI1;Very Good;457
Emerald;0.30;G;SI1;Ideal;457
Emerald;0.30;G;SI1;Excellent;457
Pear;0.30;H;SI1;Ideal;457
Pear;0.30;E;SI1;Ideal;457
Emerald;0.30;J;VVS2;Ideal;457
Cushion;0.33;H;SI1;Excellent;457
Emerald;0.31;G;SI1;Excellent;457
Princess;0.30;E;SI2;Good;457
Oval;0.30;G;SI2;Ideal;457
Pear;0.35;I;VS1;Excellent;457
Pear;0.33;K;VVS1;Excellent;457
Princess;0.30;E;SI1;Good;457
Emerald;0.32;G;SI1;Very Good;457
Oval;0.36;K;VVS2;Ideal;457
Heart;0.31;I;VS2;Excellent;457
Pear;0.30;E;SI2;Ideal;457
Emerald;0.30;E;SI1;Excellent;457
Emerald;0.30;D;SI1;Excellent;457
Emerald;0.30;D;SI1;Very Good;457
Emerald;0.30;G;SI1;Ideal;457
Emerald;0.30;F;SI1;Ideal;457
Emerald;0.32;D;SI1;Very Good;457
Heart;0.32;K;VVS1;Excellent;457
Emerald;0.30;H;VS1;Excellent;457
Emerald;0.32;I;VVS1;Ideal;457
Heart;0.30;G;SI1;Ideal;457
Heart;0.32;J;VS1;Excellent;457
Oval;0.30;F;SI2;Ideal;457
Emerald;0.32;I;VS1;Excellent;457
Emerald;0.31;I;VS1;Ideal;457
Cushion;0.30;H;SI2;Ideal;457
Emerald;0.32;H;VS2;Excellent;457
Pear;0.30;G;SI1;Excellent;457
Emerald;0.33;F;SI1;Excellent;457
Emerald;0.30;I;VS1;Ideal;458
Emerald;0.30;G;SI1;Ideal;458
Pear;0.30;F;SI1;Ideal;458
Emerald;0.30;D;SI1;Very Good;458
Emerald;0.30;E;SI2;Excellent;458
Emerald;0.30;G;SI1;Excellent;458
Pear;0.26;E;VS2;Ideal;458
Emerald;0.30;F;SI2;Ideal;458
Emerald;0.31;F;SI2;Very Good;458
Emerald;0.30;I;SI1;Ideal;458
Heart;0.34;K;VVS1;Excellent;458
Princess;0.31;F;SI1;Ideal;458
Emerald;0.30;D;SI2;Excellent;458
Emerald;0.30;H;SI1;Very Good;458
Emerald;0.30;D;SI2;Ideal;458
Pear;0.30;F;SI1;Ideal;458
Heart;0.31;I;VS1;Excellent;458
Emerald;0.30;J;IF;Excellent;458
Emerald;0.30;H;VS2;Very Good;458
Heart;0.29;E;SI1;Excellent;458
Heart;0.31;E;SI2;Ideal;458
Emerald;0.30;E;SI1;Very Good;458
Heart;0.29;J;VS2;Ideal;458
Emerald;0.30;E;SI1;Excellent;458
Emerald;0.31;G;SI1;Ideal;458
Heart;0.30;I;VS2;Excellent;458
Emerald;0.33;E;SI1;Very Good;458
Emerald;0.30;E;SI1;Very Good;458
Emerald;0.30;E;SI2;Excellent;458
Emerald;0.30;D;SI2;Excellent;458
Oval;0.30;F;SI1;Good;458
Pear;0.32;G;SI2;Ideal;458
Heart;0.30;I;VVS2;Excellent;460
Heart;0.30;G;SI2;Ideal;460
Emerald;0.30;E;SI1;Excellent;460
Emerald;0.41;K;VS2;Ideal;460
Heart;0.32;I;VS1;Ideal;460
Princess;0.30;I;VS2;Ideal;460
Emerald;0.31;E;SI2;Excellent;460
Princess;0.31;J;VS2;Ideal;460
Emerald;0.30;H;VS2;Excellent;460
Emerald;0.30;H;VS2;Very Good;460
Heart;0.31;J;VS1;Ideal;460
Heart;0.30;H;SI1;Excellent;460
Oval;0.30;D;SI2;Ideal;460
Emerald;0.30;I;VS2;Ideal;460
Princess;0.32;I;SI1;Excellent;460
Princess;0.30;G;SI1;Ideal;460
Emerald;0.30;D;SI2;Ideal;460
Emerald;0.31;I;VVS2;Excellent;460
Oval;0.30;I;VS2;Excellent;460
Emerald;0.31;I;VS1;Ideal;460
Emerald;0.30;F;SI1;Excellent;460
Pear;0.30;E;SI2;Ideal;460
Emerald;0.31;D;SI2;Ideal;460
Princess;0.31;D;SI1;Ideal;460
Emerald;0.32;H;VS1;Excellent;460
Heart;0.32;G;SI1;Ideal;460
Pear;0.40;K;VS2;Excellent;460
Pear;0.31;G;SI1;Ideal;460
Pear;0.31;F;SI2;Ideal;460
Emerald;0.30;F;SI1;Ideal;460
Oval;0.30;J;VVS2;Excellent;460
Pear;0.29;E;SI1;Excellent;460
Emerald;0.30;E;SI1;Very Good;461
Princess;0.30;D;SI2;Ideal;461
Emerald;0.30;E;SI2;Excellent;461
Emerald;0.32;I;VS1;Ideal;461
Princess;0.31;D;SI2;Excellent;461
Heart;0.29;I;VVS2;Excellent;461
Emerald;0.30;F;SI1;Excellent;461
Princess;0.30;G;SI2;Excellent;461
Emerald;0.30;F;SI1;Very Good;461
Heart;0.30;E;SI1;Excellent;461
Heart;0.30;E;SI1;Excellent;461
Emerald;0.30;D;SI1;Ideal;461
Heart;0.30;I;SI1;Ideal;461
Emerald;0.31;D;SI1;Ideal;461
Emerald;0.30;E;SI1;Ideal;461
Marquise;0.30;H;VS1;Excellent;461
Emerald;0.30;E;SI1;Excellent;461
Emerald;0.31;E;SI2;Ideal;461
Emerald;0.30;E;SI1;Very Good;461
Heart;0.30;I;VVS2;Ideal;461
Emerald;0.32;F;SI1;Very Good;461
Heart;0.30;I;VS1;Ideal;461
Oval;0.30;I;VS2;Ideal;461
Pear;0.40;K;VS1;Excellent;461
Heart;0.30;F;SI1;Ideal;461
Oval;0.30;F;SI2;Ideal;461
Emerald;0.30;D;SI2;Excellent;461
Pear;0.38;F;SI2;Ideal;461
Heart;0.31;H;SI2;Ideal;461
Emerald;0.30;E;SI1;Excellent;461
Heart;0.30;E;SI1;Ideal;461
Emerald;0.31;D;SI2;Very Good;461
Emerald;0.30;E;SI1;Excellent;461
Emerald;0.31;F;SI1;Ideal;461
Emerald;0.30;F;SI1;Ideal;461
Emerald;0.30;I;VVS2;Ideal;461
Emerald;0.30;G;SI1;Very Good;462
Heart;0.30;F;SI1;Ideal;462
Emerald;0.32;G;SI1;Ideal;462
Emerald;0.30;H;SI1;Ideal;462
Heart;0.31;H;SI1;Ideal;462
Heart;0.30;I;VVS2;Ideal;462
Oval;0.30;J;IF;Ideal;462
Heart;0.30;I;VS1;Ideal;462
Emerald;0.30;G;VS2;Ideal;462
Heart;0.31;J;VS2;Ideal;462
Oval;0.30;I;VVS2;Ideal;462
Princess;0.30;G;SI1;Ideal;462
Emerald;0.30;E;SI2;Ideal;462
Pear;0.30;F;SI1;Ideal;462
Marquise;0.40;J;SI1;Excellent;462
Pear;0.30;E;SI1;Ideal;462
Emerald;0.31;H;SI1;Ideal;463
Heart;0.30;E;SI1;Ideal;463
Cushion;0.31;K;VS2;Excellent;463
Pear;0.30;E;SI1;Excellent;463
Emerald;0.31;D;SI2;Excellent;463
Princess;0.31;D;SI1;Ideal;463
Emerald;0.30;E;SI2;Excellent;463
Heart;0.29;H;VS1;Excellent;463
Emerald;0.30;F;SI2;Ideal;463
Emerald;0.31;G;SI1;Excellent;463
Emerald;0.31;E;SI2;Excellent;463
Emerald;0.30;D;SI2;Excellent;463
Emerald;0.30;I;VS1;Ideal;463
Emerald;0.30;D;VS2;Ideal;463
Princess;0.29;E;VS2;Good;463
Emerald;0.27;E;VS1;Ideal;463
Heart;0.29;E;SI1;Excellent;463
Emerald;0.32;J;VVS2;Ideal;463
Oval;0.31;I;VS2;Ideal;464
Pear;0.30;J;VS1;Excellent;464
Emerald;0.30;F;SI1;Very Good;464
Emerald;0.30;D;SI1;Excellent;464
Emerald;0.30;F;SI1;Excellent;464
Princess;0.30;F;SI1;Very Good;464
Emerald;0.37;J;VS1;Ideal;464
Emerald;0.30;G;VS2;Excellent;464
Pear;0.30;E;SI2;Ideal;464
Emerald;0.30;D;SI1;Very Good;464
Pear;0.30;E;SI2;Ideal;464
Emerald;0.30;D;SI1;Excellent;464
Emerald;0.30;D;SI1;Ideal;464
Emerald;0.30;D;SI1;Ideal;464
Heart;0.34;J;VS2;Ideal;464
Emerald;0.30;F;SI1;Very Good;464
Pear;0.29;D;SI1;Ideal;464
Oval;0.31;K;VVS1;Excellent;464
Pear;0.30;H;VS2;Ideal;464
Emerald;0.31;I;VS1;Ideal;464
Heart;0.30;I;VS1;Ideal;464
Radiant;0.30;I;VS1;Ideal;464
Emerald;0.31;K;VVS2;Ideal;464
Princess;0.30;I;VVS1;Ideal;464
Emerald;0.31;E;SI1;Ideal;464
Oval;0.29;E;SI1;Excellent;464
Marquise;0.32;I;VS1;Excellent;464
Marquise;0.33;K;VVS1;Ideal;464
Pear;0.32;J;VVS2;Excellent;464
Emerald;0.31;I;VS2;Very Good;464
Pear;0.30;G;SI1;Excellent;464
Emerald;0.32;D;VS2;Very Good;464
Emerald;0.30;D;SI1;Excellent;464
Pear;0.32;I;VS1;Very Good;464
Pear;0.30;E;SI2;Ideal;464
Emerald;0.30;F;SI1;Excellent;464
Emerald;0.30;F;SI1;Excellent;464
Princess;0.30;H;SI1;Ideal;464
Emerald;0.30;J;VVS1;Ideal;465
Emerald;0.30;J;VVS1;Ideal;465
Pear;0.31;E;SI1;Excellent;465
Pear;0.30;F;SI1;Ideal;465
Emerald;0.30;G;VS1;Very Good;465
Emerald;0.30;H;VS2;Ideal;465
Emerald;0.32;H;SI1;Excellent;465
Princess;0.30;I;VVS2;Good;465
Heart;0.30;H;SI1;Ideal;465
Emerald;0.30;I;VS1;Excellent;465
Emerald;0.31;I;VS1;Ideal;465
Emerald;0.31;I;VS1;Ideal;465
Marquise;0.40;J;VS2;Ideal;465
Pear;0.30;H;SI1;Ideal;465
Emerald;0.31;D;SI1;Very Good;465
Emerald;0.31;F;SI1;Ideal;465
Princess;0.30;J;VVS1;Excellent;465
Pear;0.30;I;VS1;Ideal;465
Oval;0.30;H;SI1;Ideal;465
Princess;0.31;J;VVS2;Excellent;465
Heart;0.31;G;SI1;Excellent;465
Heart;0.30;E;SI1;Ideal;465
Emerald;0.35;G;SI1;Ideal;465
Heart;0.30;F;SI1;Excellent;465
Emerald;0.30;E;VS2;Ideal;465
Oval;0.30;F;SI2;Ideal;465
Emerald;0.30;F;VS2;Good;465
Emerald;0.30;E;SI1;Ideal;465
Emerald;0.30;I;VS1;Ideal;465
Princess;0.31;H;SI1;Ideal;465
Princess;0.30;F;VS2;Very Good;466
Emerald;0.31;H;SI1;Ideal;466
Emerald;0.30;D;SI1;Ideal;466
Emerald;0.33;G;SI1;Excellent;466
Pear;0.30;G;SI1;Ideal;466
Emerald;0.30;D;SI1;Ideal;466
Emerald;0.30;D;SI1;Excellent;466
Emerald;0.32;G;SI1;Ideal;466
Pear;0.35;I;VS1;Excellent;466
Emerald;0.31;J;VVS2;Excellent;466
Emerald;0.35;I;VS1;Ideal;466
Marquise;0.30;J;VVS2;Excellent;466
Emerald;0.31;G;SI1;Very Good;467
Heart;0.40;K;VS2;Very Good;467
Pear;0.30;G;SI2;Ideal;467
Emerald;0.30;F;SI1;Excellent;467
Emerald;0.30;E;SI1;Excellent;467
Emerald;0.32;I;VS1;Ideal;467
Emerald;0.30;H;VS1;Ideal;467
Emerald;0.30;F;SI1;Ideal;467
Heart;0.30;I;VS1;Ideal;467
Heart;0.30;I;VS1;Ideal;467
Emerald;0.30;D;SI1;Excellent;467
Emerald;0.30;F;SI1;Ideal;467
Emerald;0.30;D;SI1;Very Good;467
Emerald;0.30;E;SI1;Excellent;467
Oval;0.30;E;SI2;Excellent;467
Oval;0.30;D;SI2;Excellent;467
Emerald;0.30;D;SI1;Good;467
Heart;0.30;F;SI1;Ideal;467
Emerald;0.30;E;SI1;Ideal;467
Emerald;0.30;D;SI1;Ideal;467
Emerald;0.38;J;VS1;Ideal;467
Emerald;0.33;G;SI1;Ideal;467
Heart;0.30;F;SI1;Ideal;467
Pear;0.30;G;SI1;Ideal;467
Marquise;0.30;G;SI1;Ideal;467
Oval;0.30;H;SI1;Ideal;467
Emerald;0.31;E;SI1;Very Good;467
Emerald;0.30;I;VVS2;Ideal;467
Princess;0.30;F;SI1;Ideal;467
Pear;0.30;F;SI1;Ideal;468
Emerald;0.30;I;VS1;Excellent;468
Pear;0.30;F;SI1;Ideal;468
Princess;0.32;E;VS2;Excellent;468
Princess;0.30;E;SI1;Ideal;468
Emerald;0.30;D;SI1;Excellent;468
Emerald;0.30;F;SI1;Ideal;468
Heart;0.31;I;VS2;Ideal;468
Oval;0.30;F;SI1;Ideal;468
Emerald;0.38;I;SI1;Ideal;468
Marquise;0.32;I;VS2;Ideal;468
Pear;0.30;H;VS2;Excellent;468
Emerald;0.30;F;SI1;Excellent;468
Pear;0.36;E;SI2;Ideal;469
Princess;0.31;D;SI1;Ideal;469
Emerald;0.31;E;VS1;Ideal;469
Heart;0.30;G;SI1;Ideal;469
Emerald;0.30;F;SI1;Excellent;469
Pear;0.29;G;VS2;Ideal;469
Emerald;0.30;F;SI1;Excellent;469
Emerald;0.35;E;SI1;Ideal;469
Princess;0.30;H;VS1;Excellent;469
Emerald;0.30;F;SI1;Excellent;469
Emerald;0.30;F;SI1;Excellent;469
Emerald;0.31;E;SI1;Very Good;469
Princess;0.30;G;VS2;Excellent;469
Emerald;0.30;D;SI1;Excellent;469
Emerald;0.32;F;SI1;Ideal;469
Emerald;0.25;G;VVS2;Ideal;469
Oval;0.33;I;VVS2;Ideal;469
Radiant;0.40;K;SI1;Excellent;469
Emerald;0.31;J;IF;Excellent;469
Princess;0.31;E;SI1;Ideal;469
Emerald;0.30;G;VS2;Very Good;469
Princess;0.32;E;SI1;Ideal;469
Pear;0.29;G;VS2;Ideal;469
Heart;0.31;G;SI2;Ideal;469
Emerald;0.30;G;SI1;Ideal;469
Heart;0.30;I;VS1;Ideal;469
Heart;0.30;E;SI1;Excellent;469
Emerald;0.30;E;SI1;Very Good;469
Emerald;0.37;J;VS1;Ideal;469
Emerald;0.30;D;SI1;Ideal;469
Pear;0.30;F;SI1;Ideal;469
Emerald;0.31;H;SI1;Ideal;469
Emerald;0.32;I;VVS2;Very Good;469
Marquise;0.40;K;VS2;Excellent;469
Heart;0.30;F;SI1;Ideal;469
Princess;0.30;D;VS2;Excellent;469
Emerald;0.30;E;SI1;Ideal;469
Pear;0.32;F;SI2;Ideal;471
Emerald;0.30;E;SI1;Excellent;471
Emerald;0.32;E;SI2;Ideal;471
Emerald;0.31;E;SI2;Excellent;471
Heart;0.36;I;VS1;Ideal;471
Oval;0.32;I;VS2;Excellent;471
Emerald;0.33;D;SI1;Very Good;471
Princess;0.30;F;SI1;Ideal;471
Emerald;0.29;D;VVS1;Very Good;471
Pear;0.30;I;VVS1;Ideal;471
Emerald;0.30;G;VS2;Excellent;471
Emerald;0.30;G;VS2;Good;471
Marquise;0.40;J;SI1;Ideal;471
Heart;0.30;I;VS2;Ideal;471
Emerald;0.30;E;VS2;Very Good;471
Heart;0.30;D;SI1;Ideal;471
Pear;0.31;J;VVS1;Excellent;471
Pear;0.32;I;VS2;Excellent;471
Emerald;0.30;H;VVS2;Excellent;471
Heart;0.30;I;VS1;Ideal;471
Emerald;0.31;E;SI2;Ideal;471
Radiant;0.31;F;SI2;Excellent;471
Emerald;0.37;E;SI1;Excellent;471
Emerald;0.31;D;SI1;Ideal;471
Pear;0.30;E;SI1;Ideal;471
Princess;0.30;D;SI1;Ideal;471
Emerald;0.30;D;SI1;Ideal;472
Heart;0.29;I;VS2;Ideal;472
Emerald;0.34;G;SI1;Ideal;472
Oval;0.34;J;VS1;Ideal;472
Pear;0.29;D;SI1;Ideal;472
Emerald;0.30;I;VVS1;Excellent;472
Emerald;0.30;D;VS2;Ideal;472
Emerald;0.30;D;SI1;Ideal;472
Emerald;0.30;D;SI1;Excellent;472
Heart;0.30;G;SI1;Ideal;472
Emerald;0.30;F;VS2;Excellent;472
Emerald;0.30;D;SI2;Ideal;472
Radiant;0.30;I;VVS1;Excellent;472
Heart;0.30;F;SI1;Ideal;472
Heart;0.30;G;SI1;Ideal;472
Heart;0.30;G;SI1;Ideal;472
Oval;0.31;I;VVS1;Excellent;472
Emerald;0.33;G;SI1;Excellent;472
Emerald;0.30;F;VS2;Excellent;472
Emerald;0.30;G;VS2;Ideal;472
Emerald;0.34;I;VVS1;Excellent;472
Pear;0.30;G;SI1;Ideal;472
Emerald;0.30;E;VS2;Ideal;474
Cushion;0.31;J;VS2;Excellent;474
Emerald;0.31;E;SI2;Ideal;474
Heart;0.30;F;SI1;Ideal;474
Emerald;0.30;D;SI1;Ideal;474
Emerald;0.31;E;SI1;Ideal;474
Pear;0.31;F;SI1;Ideal;474
Emerald;0.30;D;VS1;Very Good;474
Emerald;0.30;E;SI1;Ideal;474
Marquise;0.30;F;SI2;Ideal;474
Heart;0.30;G;SI1;Ideal;474
Emerald;0.30;E;SI1;Ideal;474
Emerald;0.30;D;VS1;Ideal;474
Marquise;0.30;H;VS2;Excellent;474
Emerald;0.30;E;SI1;Ideal;474
Emerald;0.32;F;SI1;Ideal;474
Emerald;0.30;E;SI1;Excellent;474
Emerald;0.30;G;SI1;Ideal;474
Pear;0.30;D;SI2;Ideal;474
Princess;0.31;G;SI1;Ideal;474
Oval;0.30;F;SI1;Very Good;474
Emerald;0.31;G;VS1;Very Good;474
Emerald;0.33;I;VVS1;Excellent;474
Emerald;0.30;H;VS1;Very Good;474
Emerald;0.30;F;VS2;Ideal;474
Emerald;0.30;F;VS2;Very Good;474
Pear;0.30;I;VVS1;Ideal;474
Emerald;0.31;H;VVS2;Very Good;474
Emerald;0.32;E;SI1;Excellent;475
Emerald;0.30;H;VS2;Excellent;475
Heart;0.30;I;VVS2;Excellent;475
Pear;0.30;H;VVS2;Ideal;475
Emerald;0.30;D;VS2;Good;475
Emerald;0.30;E;SI1;Ideal;475
Emerald;0.30;E;VS2;Very Good;475
Emerald;0.30;F;VS1;Excellent;475
Emerald;0.30;E;VS2;Good;475
Pear;0.27;E;VS2;Ideal;475
Oval;0.40;I;VS2;Excellent;475
Emerald;0.30;H;VS2;Very Good;475
Pear;0.27;E;VS2;Ideal;475
Emerald;0.31;F;SI1;Ideal;475
Heart;0.30;E;SI1;Ideal;475
Heart;0.30;E;SI1;Ideal;475
Heart;0.30;E;SI1;Ideal;475
Oval;0.30;E;SI2;Ideal;475
Pear;0.27;F;VS2;Ideal;475
Emerald;0.30;H;VVS1;Excellent;475
Pear;0.35;E;SI1;Ideal;475
Emerald;0.31;F;SI1;Excellent;475
Emerald;0.30;E;VS2;Ideal;475
Pear;0.27;F;VS2;Ideal;475
Emerald;0.30;D;SI1;Very Good;475
Heart;0.29;I;VS1;Ideal;475
Emerald;0.32;G;VS2;Excellent;475
Emerald;0.33;G;SI1;Ideal;476
Oval;0.31;I;VS2;Excellent;476
Emerald;0.36;D;SI2;Excellent;476
Oval;0.30;E;SI2;Ideal;476
Princess;0.30;E;SI1;Ideal;476
Emerald;0.30;E;SI1;Excellent;476
Princess;0.30;F;VS1;Very Good;476
Oval;0.30;D;SI2;Ideal;476
Oval;0.30;E;SI2;Ideal;476
Emerald;0.30;E;VS2;Excellent;476
Emerald;0.30;F;SI1;Ideal;476
Oval;0.30;F;SI2;Excellent;476
Princess;0.30;E;SI2;Ideal;476
Emerald;0.30;G;VVS1;Very Good;476
Princess;0.30;D;SI1;Excellent;476
Emerald;0.30;D;VS1;Excellent;476
Heart;0.30;E;SI1;Ideal;476
Emerald;0.31;E;SI1;Excellent;476
Emerald;0.31;E;SI1;Excellent;476
Emerald;0.30;E;VS1;Excellent;476
Oval;0.31;E;SI2;Ideal;476
Emerald;0.31;E;SI1;Excellent;476
Emerald;0.30;E;SI1;Ideal;476
Emerald;0.32;F;SI1;Very Good;476
Emerald;0.30;F;VS1;Very Good;476
Pear;0.31;I;VS2;Ideal;476
Emerald;0.30;E;VS2;Excellent;476
Princess;0.32;E;SI2;Ideal;476
Princess;0.30;E;SI1;Ideal;476
Emerald;0.32;D;SI1;Very Good;476
Emerald;0.30;G;SI1;Ideal;476
Emerald;0.30;G;SI1;Excellent;476
Pear;0.25;D;VVS2;Ideal;478
Radiant;0.31;J;VVS1;Excellent;478
Heart;0.30;F;SI1;Ideal;478
Emerald;0.30;H;VS1;Excellent;478
Princess;0.30;F;VS2;Excellent;478
Pear;0.30;H;VS1;Ideal;478
Emerald;0.30;H;VS1;Very Good;478
Emerald;0.33;I;VS1;Ideal;478
Oval;0.30;E;SI1;Ideal;478
Heart;0.30;G;SI1;Excellent;478
Emerald;0.34;I;VVS2;Excellent;478
Heart;0.30;F;SI1;Ideal;478
Princess;0.29;F;VS2;Very Good;478
Emerald;0.30;D;SI1;Ideal;478
Heart;0.31;E;SI2;Ideal;478
Emerald;0.31;D;SI1;Excellent;478
